Date;Time; Temperatura  -  Med  (C) ; Umidità  -  Med  (%) ; Pressione  -  Med  (hpa) ; Velocità  del  vento  -  Med  (kmh) ; Raffica  di  vento  -  Med  (kmh) ; Direzione  del  vento  -  Tutti  (°) ; Punto  di  rugiada  -  Med  (C) ; Temperatura  apparente  -  Med  (C) ; Quantità  di  pioggia  -  Med  (mm/h) ; Precipitation  -  Totale  (mm) ; Radiazione  solare  -  Med  (W/m2) 
2025-03-21;16.50;10.80;63.00;970.30;0.00;0.00;233;4.00;9.50;0.00;0.00;58.00
2025-03-21;16.55;10.80;63.00;970.10;0.00;0.00;239;4.00;9.50;0.00;0.00;55.30
2025-03-21;17.00;10.80;63.00;970.10;0.00;0.00;251;4.00;9.50;0.00;0.00;54.00
2025-03-21;17.05;10.80;63.00;970.10;0.00;0.00;245;4.00;9.50;0.00;0.00;52.30
2025-03-21;17.10;10.80;63.00;970.10;0.00;0.00;237;4.00;9.50;0.00;0.00;53.00
2025-03-21;17.15;10.80;63.00;970.00;0.00;0.00;234;4.00;9.50;0.00;0.00;49.30
2025-03-21;17.20;10.70;64.00;970.10;0.00;0.00;231;4.10;9.40;0.00;0.00;38.50
2025-03-21;17.25;10.70;64.00;970.20;0.00;0.00;228;4.10;9.40;0.00;0.00;31.70
2025-03-21;17.30;10.70;64.00;970.20;0.00;0.00;227;4.10;9.40;0.00;0.00;28.00
2025-03-21;17.35;10.60;64.00;970.30;0.00;0.00;226;4.00;9.30;0.00;0.00;24.00
2025-03-21;17.40;10.60;64.00;970.20;0.00;0.00;224;4.00;9.30;0.00;0.00;25.00
2025-03-21;17.45;10.50;64.70;970.10;0.00;0.00;215;4.00;9.20;0.00;0.00;21.00
2025-03-21;17.50;10.40;65.00;970.10;0.00;0.00;236;4.00;9.10;0.00;0.00;18.00
2025-03-21;17.55;10.40;66.00;970.00;0.00;0.00;227;4.30;9.10;0.00;0.00;18.00
2025-03-21;18.00;10.30;66.00;970.10;0.00;0.00;207;4.20;9.00;0.00;0.00;16.00
2025-03-21;18.05;10.30;67.00;970.00;0.00;0.00;210;4.40;9.00;0.00;0.00;14.00
2025-03-21;18.10;10.20;68.00;970.00;0.00;0.00;214;4.50;9.00;0.00;0.00;12.00
2025-03-21;18.15;10.10;68.00;969.90;0.00;0.00;214;4.40;8.90;0.00;0.00;10.30
2025-03-21;18.20;10.10;68.50;969.90;0.00;0.00;213;4.50;8.90;0.00;0.00;9.00
2025-03-21;18.25;9.90;69.00;969.70;0.00;0.00;214;4.40;8.70;0.00;0.00;6.30
2025-03-21;18.30;9.90;69.00;969.70;0.00;0.00;213;4.40;8.70;0.00;0.00;5.00
2025-03-21;18.35;9.80;70.00;969.70;0.00;0.00;215;4.50;8.60;0.00;0.00;0.00
2025-03-21;18.40;9.80;70.00;969.70;0.00;0.00;214;4.50;8.60;0.00;0.00;0.00
2025-03-21;18.45;9.70;70.70;969.70;0.00;0.00;214;4.50;8.50;0.00;0.00;0.00
2025-03-21;18.50;9.60;71.00;969.70;0.00;0.00;213;4.50;8.40;0.00;0.00;0.00
2025-03-21;18.55;9.50;71.30;969.70;0.00;0.00;212;4.50;8.30;0.00;0.00;0.00
2025-03-21;19.00;9.50;72.00;969.70;0.00;0.00;212;4.70;8.30;0.00;0.00;0.00
2025-03-21;19.05;9.40;72.50;969.70;0.00;0.00;212;4.70;8.20;0.00;0.00;0.00
2025-03-21;19.10;9.40;73.00;969.80;0.00;0.00;212;4.80;8.20;0.00;0.00;0.00
2025-03-21;19.15;9.30;73.00;969.80;0.00;0.00;212;4.70;8.10;0.00;0.00;0.00
2025-03-21;19.20;9.30;74.00;969.80;0.00;0.00;212;4.90;8.20;0.00;0.00;0.00
2025-03-21;19.25;9.20;74.00;969.80;0.00;0.00;212;4.80;8.10;0.00;0.00;0.00
2025-03-21;19.30;9.20;75.00;969.80;0.00;0.00;212;5.00;8.10;0.00;0.00;0.00
2025-03-21;19.35;9.20;75.00;969.80;0.00;2.00;212;5.00;8.10;0.00;0.00;0.00
2025-03-21;19.40;9.20;75.00;969.80;0.00;2.00;212;5.00;8.10;0.00;0.00;0.00
2025-03-21;19.45;9.10;75.00;969.90;0.00;2.00;212;4.90;8.00;0.00;0.00;0.00
2025-03-21;19.50;9.10;76.50;969.90;0.00;0.00;212;5.10;8.00;0.00;0.00;0.00
2025-03-21;19.55;9.00;77.00;969.90;0.00;0.00;212;5.10;7.90;0.00;0.00;0.00
2025-03-21;20.00;8.90;77.00;969.90;0.00;0.00;212;5.00;7.80;0.00;0.00;0.00
2025-03-21;20.05;8.90;78.50;969.90;0.00;0.00;212;5.30;7.80;0.00;0.00;0.00
2025-03-21;20.10;8.80;79.00;969.90;0.00;0.00;212;5.30;7.70;0.00;0.00;0.00
2025-03-21;20.15;8.70;80.00;969.80;0.00;0.00;212;5.40;7.70;0.00;0.00;0.00
2025-03-21;20.20;8.70;80.00;969.70;0.00;0.00;212;5.40;7.60;0.00;0.00;0.00
2025-03-21;20.25;8.60;81.00;969.70;0.00;0.00;212;5.50;7.60;0.00;0.00;0.00
2025-03-21;20.30;8.50;81.00;969.60;0.00;0.00;212;5.40;7.50;0.00;0.00;0.00
2025-03-21;20.35;8.40;81.00;969.50;0.00;0.00;212;5.30;7.30;0.00;0.00;0.00
2025-03-21;20.40;8.30;82.00;969.50;0.00;0.00;212;5.40;7.30;0.00;0.00;0.00
2025-03-21;20.45;8.30;82.00;969.50;0.00;0.00;213;5.40;7.30;0.00;0.00;0.00
2025-03-21;20.50;8.30;82.00;969.50;0.00;0.00;213;5.40;7.20;0.00;0.00;0.00
2025-03-21;20.55;8.20;82.00;969.40;0.00;0.00;213;5.30;7.10;0.00;0.00;0.00
2025-03-21;21.00;8.20;83.00;969.30;0.00;0.00;211;5.50;7.20;0.00;0.00;0.00
2025-03-21;21.05;8.20;83.00;969.20;0.00;0.00;205;5.50;7.20;0.00;0.00;0.00
2025-03-21;21.10;8.10;83.00;969.10;0.00;0.00;205;5.40;7.10;0.00;0.00;0.00
2025-03-21;21.15;8.00;83.00;969.00;0.00;0.00;204;5.30;7.00;0.00;0.00;0.00
2025-03-21;21.20;8.00;83.00;969.10;0.00;0.00;204;5.30;6.90;0.00;0.00;0.00
2025-03-21;21.25;7.90;83.30;969.10;0.00;0.00;204;5.20;6.80;0.00;0.00;0.00
2025-03-21;21.30;7.90;83.00;969.10;0.00;0.00;204;5.20;6.80;0.00;0.00;0.00
2025-03-21;21.35;7.80;84.00;969.00;0.00;0.00;203;5.20;6.70;0.00;0.00;0.00
2025-03-21;21.40;7.80;84.50;968.90;0.00;0.00;201;5.30;6.80;0.00;0.00;0.00
2025-03-21;21.45;7.70;85.00;968.90;0.00;0.00;202;5.30;6.60;0.00;0.00;0.00
2025-03-21;21.50;7.70;85.00;968.90;0.00;0.00;201;5.30;6.60;0.00;0.00;0.00
2025-03-21;21.55;7.70;85.00;968.80;0.00;0.00;202;5.30;6.60;0.00;0.00;0.00
2025-03-21;22.00;7.60;85.00;968.80;0.00;0.00;201;5.20;6.50;0.00;0.00;0.00
2025-03-21;22.05;7.60;85.50;968.70;0.00;0.00;201;5.30;6.50;0.00;0.00;0.00
2025-03-21;22.10;7.50;86.00;968.60;0.00;0.00;201;5.30;6.40;0.00;0.00;0.00
2025-03-21;22.15;7.40;86.30;968.50;0.00;0.00;202;5.20;6.30;0.00;0.00;0.00
2025-03-21;22.20;7.30;87.00;968.30;0.00;0.00;201;5.30;6.20;0.00;0.00;0.00
2025-03-21;22.25;7.30;87.00;968.30;0.00;0.00;202;5.30;6.20;0.00;0.00;0.00
2025-03-21;22.30;7.30;87.00;968.20;0.00;0.00;201;5.30;6.20;0.00;0.00;0.00
2025-03-21;22.35;7.30;88.00;968.00;0.00;0.00;201;5.40;6.20;0.00;0.00;0.00
2025-03-21;22.40;7.20;88.00;967.80;0.00;0.00;201;5.30;6.10;0.00;0.00;0.00
2025-03-21;22.45;7.20;88.00;967.80;0.00;0.00;202;5.30;6.10;0.00;0.00;0.00
2025-03-21;22.50;7.20;88.00;967.80;0.00;0.00;201;5.30;6.10;0.00;0.00;0.00
2025-03-21;22.55;7.10;88.30;967.80;0.00;0.00;202;5.30;6.10;0.00;0.00;0.00
2025-03-21;23.00;7.10;89.00;967.90;0.00;0.00;201;5.40;6.10;0.00;0.00;0.00
2025-03-21;23.05;7.10;89.00;967.80;0.00;0.00;201;5.40;6.10;0.00;0.00;0.00
2025-03-21;23.10;7.00;89.00;967.60;0.00;0.00;201;5.30;5.90;0.00;0.20;0.00
2025-03-21;23.15;6.90;89.00;967.60;0.00;0.00;202;5.20;5.80;0.00;0.20;0.00
2025-03-21;23.20;6.90;89.00;967.60;0.00;0.00;201;5.20;5.80;1.40;0.40;0.00
2025-03-21;23.25;6.90;89.00;967.40;0.00;0.00;202;5.20;5.80;1.40;0.40;0.00
2025-03-21;23.30;6.80;89.00;967.40;0.00;0.00;201;5.10;5.70;1.20;0.40;0.00
2025-03-21;23.35;6.80;90.00;967.40;0.00;0.00;201;5.30;5.70;1.00;0.60;0.00
2025-03-21;23.40;6.80;90.00;967.50;0.00;0.00;201;5.30;5.70;1.00;0.60;0.00
2025-03-21;23.45;6.80;90.00;967.60;0.00;0.00;202;5.30;5.70;0.90;0.80;0.00
2025-03-21;23.50;6.80;90.00;967.60;0.00;0.00;201;5.30;5.70;0.80;0.80;0.00
2025-03-21;23.55;6.80;90.00;967.60;0.00;0.00;202;5.30;5.70;1.90;1.20;0.00
2025-03-22;00.00;6.80;90.00;967.60;0.00;0.00;201;5.30;5.70;2.60;0.00;0.00
2025-03-22;00.05;6.80;90.00;967.60;0.00;0.00;201;5.30;5.70;2.00;0.20;0.00
2025-03-22;00.10;6.80;91.00;967.60;0.00;0.00;201;5.40;5.80;1.90;0.40;0.00
2025-03-22;00.15;6.80;91.00;967.60;0.00;0.00;202;5.40;5.80;1.70;0.40;0.00
2025-03-22;00.20;6.80;91.00;967.50;0.00;0.00;201;5.40;5.80;1.10;0.40;0.00
2025-03-22;00.25;6.80;91.00;967.50;0.00;0.00;202;5.40;5.80;0.80;0.60;0.00
2025-03-22;00.30;6.80;91.00;967.50;0.00;0.00;201;5.40;5.80;0.80;0.60;0.00
2025-03-22;00.35;6.80;91.00;967.50;0.00;0.00;201;5.40;5.80;0.90;0.80;0.00
2025-03-22;00.40;6.70;91.00;967.50;0.00;0.00;201;5.30;5.60;1.00;0.80;0.00
2025-03-22;00.45;6.70;91.00;967.50;0.00;0.00;202;5.30;5.60;1.00;0.80;0.00
2025-03-22;00.50;6.70;91.00;967.50;0.00;0.00;201;5.30;5.60;0.80;1.00;0.00
2025-03-22;00.55;6.70;92.00;967.50;0.00;0.00;202;5.50;5.70;0.80;1.00;0.00
2025-03-22;01.00;6.70;92.00;967.50;0.00;0.00;201;5.50;5.70;0.80;1.00;0.00
2025-03-22;01.05;6.70;92.00;967.70;0.00;0.00;201;5.50;5.70;2.20;1.40;0.00
2025-03-22;01.10;6.80;92.00;967.50;0.00;0.00;201;5.60;5.80;2.60;1.60;0.00
2025-03-22;01.20;6.70;92.00;967.40;0.00;0.00;201;5.50;5.70;2.00;2.00;0.00
2025-03-22;01.25;6.70;92.00;967.20;0.00;0.00;202;5.50;5.70;2.60;2.20;0.00
2025-03-22;01.30;6.70;92.00;967.10;0.00;0.00;201;5.50;5.70;2.00;2.20;0.00
2025-03-22;01.35;6.70;92.00;967.00;0.00;0.00;201;5.50;5.70;1.80;2.40;0.00
2025-03-22;01.40;6.70;92.00;967.00;0.00;0.00;201;5.50;5.70;1.40;2.60;0.00
2025-03-22;01.45;6.60;92.00;966.80;0.00;0.00;202;5.40;5.60;1.40;2.60;0.00
2025-03-22;01.50;6.60;92.50;966.80;0.00;0.00;201;5.50;5.60;1.10;2.80;0.00
2025-03-22;01.55;6.60;93.00;966.70;0.00;0.00;202;5.50;5.60;1.00;2.80;0.00
2025-03-22;02.00;6.60;93.00;966.60;0.00;0.00;201;5.50;5.60;1.00;2.80;0.00
2025-03-22;02.05;6.60;93.00;966.50;0.00;0.00;201;5.50;5.60;1.20;3.00;0.00
2025-03-22;02.10;6.60;93.00;966.30;0.00;0.00;201;5.50;5.60;1.10;3.00;0.00
2025-03-22;02.15;6.50;93.00;966.20;0.00;0.00;202;5.40;5.50;0.90;3.00;0.00
2025-03-22;02.20;6.50;93.00;966.20;0.00;0.00;201;5.40;5.50;0.00;3.00;0.00
2025-03-22;02.25;6.40;93.00;966.10;0.00;0.00;202;5.30;5.40;0.00;3.20;0.00
2025-03-22;02.30;6.40;93.00;966.20;0.00;0.00;201;5.30;5.30;0.00;3.20;0.00
2025-03-22;02.35;6.40;93.00;966.00;0.00;0.00;201;5.30;5.30;0.00;3.20;0.00
2025-03-22;02.40;6.40;93.00;965.90;0.00;0.00;201;5.30;5.30;0.00;3.20;0.00
2025-03-22;02.45;6.30;93.00;965.80;0.00;0.00;202;5.20;5.20;0.00;3.20;0.00
2025-03-22;02.50;6.30;93.00;965.80;0.00;0.00;201;5.20;5.20;0.00;3.20;0.00
2025-03-22;02.55;6.20;93.00;965.70;0.00;0.00;202;5.10;5.10;0.00;3.20;0.00
2025-03-22;03.00;6.20;93.00;965.70;0.00;0.00;201;5.10;5.10;0.00;3.20;0.00
2025-03-22;03.05;6.20;93.00;965.70;0.00;0.00;201;5.10;5.10;0.00;3.40;0.00
2025-03-22;03.10;6.20;93.00;965.70;0.00;0.00;201;5.10;5.10;0.00;3.40;0.00
2025-03-22;03.15;6.20;93.00;965.60;0.00;0.00;202;5.10;5.10;0.50;3.60;0.00
2025-03-22;03.20;6.20;93.00;965.60;0.00;0.00;201;5.10;5.10;0.80;3.60;0.00
2025-03-22;03.25;6.10;93.00;965.60;0.00;0.00;202;5.00;5.00;1.60;3.80;0.00
2025-03-22;03.30;6.10;93.00;965.60;0.00;0.00;201;5.00;5.00;1.60;3.80;0.00
2025-03-22;03.35;6.00;93.00;965.40;0.00;0.00;201;4.90;4.90;1.40;4.00;0.00
2025-03-22;03.40;5.90;94.00;965.30;0.00;0.00;201;5.00;4.80;1.30;4.00;0.00
2025-03-22;03.45;5.90;94.00;965.20;0.00;0.00;202;5.00;4.80;1.20;4.20;0.00
2025-03-22;03.50;5.90;93.50;965.10;0.00;0.00;201;4.90;4.80;1.20;4.20;0.00
2025-03-22;03.55;5.80;93.00;965.00;0.00;0.00;202;4.70;4.60;0.90;4.20;0.00
2025-03-22;04.00;5.80;93.00;964.90;0.00;0.00;201;4.70;4.60;0.00;4.20;0.00
2025-03-22;04.05;5.80;94.00;964.90;0.00;0.00;202;4.90;4.60;0.00;4.40;0.00
2025-03-22;04.10;5.70;94.00;965.00;0.00;0.00;201;4.80;4.50;0.00;4.40;0.00
2025-03-22;04.15;5.70;94.00;964.80;0.00;0.00;202;4.80;4.50;0.00;4.40;0.00
2025-03-22;04.20;5.60;94.00;964.80;0.00;0.00;201;4.70;4.40;0.00;4.60;0.00
2025-03-22;04.25;5.60;94.00;964.80;0.00;0.00;202;4.70;4.40;0.00;4.60;0.00
2025-03-22;04.30;5.60;94.00;964.80;0.00;0.00;201;4.70;4.40;0.00;4.60;0.00
2025-03-22;04.35;5.60;94.00;964.80;0.00;0.00;201;4.70;4.40;1.40;4.80;0.00
2025-03-22;04.40;5.60;94.00;964.70;0.00;0.00;201;4.70;4.40;1.10;5.00;0.00
2025-03-22;04.45;5.50;94.00;964.70;0.00;0.00;202;4.60;4.30;1.00;5.00;0.00
2025-03-22;04.50;5.50;94.00;964.60;0.00;0.00;201;4.60;4.30;1.00;5.00;0.00
2025-03-22;04.55;5.40;94.00;964.50;0.00;0.00;202;4.50;4.20;0.90;5.00;0.00
2025-03-22;05.00;5.40;94.00;964.40;0.00;0.00;201;4.50;4.20;0.00;5.00;0.00
2025-03-22;05.05;5.40;94.00;964.50;0.00;0.00;201;4.50;4.20;0.00;5.00;0.00
2025-03-22;05.10;5.40;94.00;964.60;0.00;0.00;201;4.50;4.20;0.00;5.00;0.00
2025-03-22;05.15;5.40;94.00;964.60;0.00;0.00;202;4.50;4.20;0.00;5.20;0.00
2025-03-22;05.20;5.40;94.00;964.50;0.00;0.00;201;4.50;4.20;0.00;5.20;0.00
2025-03-22;05.25;5.40;94.00;964.40;0.00;0.00;202;4.50;4.20;0.30;5.40;0.00
2025-03-22;05.30;5.40;94.00;964.40;0.00;0.00;201;4.50;4.20;0.80;5.40;0.00
2025-03-22;05.35;5.40;94.00;964.50;0.00;0.00;201;4.50;4.20;0.80;5.40;0.00
2025-03-22;05.40;5.50;94.00;964.50;0.00;0.00;201;4.60;4.30;0.80;5.60;0.00
2025-03-22;05.45;5.50;94.00;964.40;0.00;0.00;202;4.60;4.30;0.80;5.60;0.00
2025-03-22;05.50;5.50;94.00;964.40;0.00;0.00;201;4.60;4.30;1.60;5.80;0.00
2025-03-22;05.55;5.50;94.00;964.40;0.00;0.00;202;4.60;4.30;1.50;5.80;0.00
2025-03-22;06.00;5.50;94.00;964.30;0.00;0.00;201;4.60;4.30;1.00;5.80;0.00
2025-03-22;06.05;5.50;94.00;964.30;0.00;0.00;201;4.60;4.30;0.40;5.80;0.00
2025-03-22;06.10;5.60;94.50;964.30;0.00;0.00;201;4.80;4.40;0.00;5.80;0.00
2025-03-22;06.15;5.60;95.00;964.20;0.00;0.00;202;4.90;4.40;0.00;6.00;0.00
2025-03-22;06.20;5.60;95.00;964.20;0.00;0.00;201;4.90;4.40;0.00;6.00;0.00
2025-03-22;06.25;5.60;95.00;964.20;0.00;0.00;202;4.90;4.40;0.00;6.00;0.00
2025-03-22;06.30;5.50;95.00;964.20;0.00;0.00;201;4.80;4.30;0.00;6.00;0.00
2025-03-22;06.35;5.50;95.00;964.20;0.00;0.00;201;4.80;4.30;0.00;6.00;0.00
2025-03-22;06.40;5.50;95.00;964.20;0.00;0.00;201;4.80;4.30;0.00;6.00;0.00
2025-03-22;06.45;5.50;95.00;964.20;0.00;0.00;202;4.80;4.30;0.00;6.00;0.00
2025-03-22;06.50;5.50;95.00;964.10;0.00;0.00;201;4.80;4.30;0.00;6.00;0.00
2025-03-22;06.55;5.50;95.00;964.10;0.00;0.00;202;4.80;4.30;0.00;6.00;0.00
2025-03-22;07.00;5.50;95.00;964.00;0.00;0.00;201;4.80;4.30;0.00;6.00;0.00
2025-03-22;07.05;5.50;95.00;964.00;0.00;0.00;201;4.80;4.30;0.00;6.20;3.00
2025-03-22;07.10;5.50;95.00;964.00;0.00;0.00;201;4.80;4.30;0.00;6.20;8.00
2025-03-22;07.15;5.50;95.00;963.90;0.00;0.00;202;4.80;4.30;0.00;6.20;14.00
2025-03-22;07.20;5.50;95.00;963.90;0.00;0.00;201;4.80;4.30;0.00;6.20;17.00
2025-03-22;07.25;5.60;95.00;963.80;0.00;0.00;202;4.90;4.40;0.00;6.20;16.70
2025-03-22;07.30;5.60;95.00;963.80;0.00;0.00;201;4.90;4.40;0.00;6.20;16.00
2025-03-22;07.35;5.60;95.00;963.80;0.00;0.00;201;4.90;4.40;0.00;6.20;17.00
2025-03-22;07.40;5.60;95.00;963.80;0.00;0.00;201;4.90;4.40;0.00;6.20;15.00
2025-03-22;07.45;5.60;95.00;963.80;0.00;0.00;202;4.90;4.40;0.00;6.20;14.70
2025-03-22;07.50;5.60;95.00;963.90;0.00;0.00;201;4.90;4.40;0.00;6.20;15.00
2025-03-22;07.55;5.60;95.00;963.90;0.00;0.00;202;4.90;4.40;0.00;6.20;14.00
2025-03-22;08.00;5.60;95.00;963.90;0.00;0.00;201;4.90;4.40;0.00;6.20;18.00
2025-03-22;08.05;5.60;95.00;963.90;0.00;0.00;201;4.90;4.40;0.00;6.20;19.80
2025-03-22;08.10;5.60;95.00;964.00;0.00;0.00;201;4.90;4.40;0.00;6.20;18.00
2025-03-22;08.15;5.60;95.00;964.00;0.00;0.00;202;4.90;4.40;0.00;6.20;18.30
2025-03-22;08.20;5.60;95.00;964.00;0.00;0.00;201;4.90;4.40;0.00;6.20;18.50
2025-03-22;08.25;5.70;95.00;964.00;0.00;0.00;202;5.00;4.60;0.00;6.20;19.70
2025-03-22;08.30;5.70;95.00;964.00;0.00;0.00;201;5.00;4.60;0.00;6.20;21.00
2025-03-22;08.35;5.70;95.00;963.90;0.00;0.00;201;5.00;4.60;0.00;6.40;29.30
2025-03-22;08.40;5.70;95.00;963.90;0.00;0.00;201;5.00;4.60;0.00;6.40;41.00
2025-03-22;08.45;5.80;95.00;963.80;0.00;0.00;202;5.10;4.70;0.00;6.40;47.30
2025-03-22;08.50;5.80;95.00;963.80;0.00;0.00;201;5.10;4.70;0.00;6.40;49.00
2025-03-22;08.55;5.90;95.00;963.70;0.00;0.00;202;5.20;4.80;0.00;6.60;46.30
2025-03-22;09.00;5.90;95.00;963.90;0.00;0.00;201;5.20;4.80;0.00;6.60;46.00
2025-03-22;09.05;5.90;95.00;963.90;0.00;0.00;201;5.20;4.80;0.00;6.60;41.80
2025-03-22;09.10;6.00;95.00;964.10;0.00;0.00;201;5.20;4.90;0.00;6.60;38.00
2025-03-22;09.15;6.00;95.00;964.20;0.00;0.00;202;5.20;4.90;0.00;6.60;41.70
2025-03-22;09.20;6.10;95.00;964.30;0.00;0.00;201;5.30;5.00;0.00;6.60;46.50
2025-03-22;09.25;6.10;95.00;964.30;0.00;0.00;202;5.30;5.10;0.00;6.60;47.30
2025-03-22;09.30;6.20;95.00;964.30;0.00;0.00;201;5.40;5.20;0.00;6.60;54.00
2025-03-22;09.35;6.20;95.00;964.20;0.00;0.00;201;5.40;5.20;0.00;6.80;62.50
2025-03-22;09.40;6.30;95.00;964.20;0.00;0.00;201;5.50;5.30;0.00;6.80;78.00
2025-03-22;09.45;6.30;95.00;964.20;0.00;0.00;202;5.50;5.30;0.00;6.80;92.70
2025-03-22;09.50;6.30;95.00;964.10;0.00;0.00;201;5.50;5.30;0.00;6.80;96.50
2025-03-22;09.55;6.40;95.00;964.00;0.00;0.00;202;5.60;5.40;0.00;6.80;72.30
2025-03-22;10.00;6.40;95.00;964.00;0.00;0.00;201;5.60;5.40;0.00;6.80;65.00
2025-03-22;10.05;6.50;95.00;964.10;0.00;0.00;201;5.70;5.50;0.00;6.80;72.30
2025-03-22;10.10;6.60;95.00;964.10;0.00;0.00;201;5.80;5.70;0.00;6.80;79.00
2025-03-22;10.15;6.60;95.00;964.10;0.00;0.00;202;5.80;5.70;0.00;6.80;62.30
2025-03-22;10.20;6.60;95.00;964.00;0.00;0.00;201;5.80;5.70;0.00;6.80;62.50
2025-03-22;10.25;6.70;95.00;964.10;0.00;0.00;202;5.90;5.80;0.00;7.00;58.70
2025-03-22;10.30;6.70;95.00;964.10;0.00;0.00;201;5.90;5.80;0.00;7.00;56.00
2025-03-22;10.35;6.70;95.70;964.00;0.00;0.00;202;6.00;5.80;0.00;7.00;59.30
2025-03-22;10.40;6.80;96.00;964.00;0.00;0.00;201;6.20;5.90;0.00;7.00;60.00
2025-03-22;10.45;6.80;96.00;964.00;0.00;0.00;202;6.20;5.90;0.00;7.00;72.00
2025-03-22;10.50;6.80;96.00;963.90;0.00;0.00;201;6.20;5.90;0.00;7.00;95.50
2025-03-22;10.55;6.80;96.00;963.90;0.00;0.00;202;6.20;5.90;0.00;7.20;106.70
2025-03-22;11.00;6.80;96.00;964.00;0.00;0.00;201;6.20;5.90;0.00;7.20;95.00
2025-03-22;11.05;7.00;96.00;963.80;0.00;0.00;201;6.40;6.10;0.00;7.20;99.50
2025-03-22;11.10;7.10;96.00;963.80;0.00;0.00;201;6.50;6.30;0.00;7.20;94.00
2025-03-22;11.15;7.10;96.00;963.80;0.00;0.00;202;6.50;6.30;0.00;7.20;84.30
2025-03-22;11.20;7.20;96.00;963.80;0.00;0.00;201;6.60;6.40;0.00;7.20;52.50
2025-03-22;11.25;7.20;96.00;963.80;0.00;0.00;202;6.60;6.40;0.00;7.20;44.70
2025-03-22;11.30;7.20;96.00;963.80;0.00;0.00;201;6.60;6.40;0.00;7.20;51.00
2025-03-22;11.35;7.20;96.00;963.80;0.00;0.00;201;6.60;6.40;0.00;7.20;51.80
2025-03-22;11.40;7.20;96.00;963.80;0.00;0.00;201;6.60;6.40;0.00;7.20;66.00
2025-03-22;11.45;7.20;96.00;963.80;0.00;0.00;202;6.60;6.40;0.00;7.20;80.30
2025-03-22;11.50;7.20;96.00;963.70;0.00;0.00;201;6.60;6.40;0.00;7.20;102.00
2025-03-22;11.55;7.20;96.00;963.70;0.00;0.00;202;6.60;6.40;0.00;7.40;77.00
2025-03-22;12.00;7.20;96.00;963.70;0.00;0.00;201;6.60;6.40;0.00;7.40;72.00
2025-03-22;12.05;7.30;96.00;963.60;0.00;0.00;201;6.70;6.60;1.40;7.60;151.80
2025-03-22;12.10;7.50;96.00;963.60;0.00;0.00;201;6.90;6.80;1.30;7.60;146.50
2025-03-22;12.15;7.50;96.00;963.60;0.00;0.00;202;6.90;6.80;0.90;7.60;103.70
2025-03-22;12.20;7.60;96.00;963.60;0.00;0.00;201;7.00;6.90;0.00;7.60;75.00
2025-03-22;12.25;7.60;96.00;963.60;0.00;0.00;202;7.00;6.90;0.00;7.80;71.00
2025-03-22;12.30;7.60;96.00;963.50;0.00;0.00;201;7.00;6.90;0.00;7.80;76.00
2025-03-22;12.35;7.60;96.00;963.50;0.00;0.00;201;7.00;6.90;0.00;7.80;94.80
2025-03-22;12.40;7.60;96.00;963.40;0.00;0.00;201;7.00;6.90;0.00;7.80;126.50
2025-03-22;12.45;7.60;96.00;963.30;0.00;0.00;202;7.00;6.90;0.00;7.80;124.70
2025-03-22;12.50;7.60;96.00;963.30;0.00;0.00;201;7.00;6.90;0.00;7.80;113.50
2025-03-22;12.55;7.40;96.00;963.20;0.00;0.00;202;6.80;6.70;0.00;7.80;82.70
2025-03-22;13.00;7.60;96.00;963.20;0.00;0.00;201;7.00;6.90;0.00;7.80;65.00
2025-03-22;13.05;7.60;96.00;963.10;0.00;0.00;201;7.00;6.90;0.00;7.80;76.50
2025-03-22;13.10;7.70;95.50;963.00;0.00;0.00;201;7.00;7.00;0.00;7.80;71.50
2025-03-22;13.15;7.70;95.30;962.90;0.00;0.00;202;7.00;7.00;0.00;7.80;99.30
2025-03-22;13.20;7.70;95.00;962.70;0.00;0.00;201;6.90;7.00;0.00;7.80;87.50
2025-03-22;13.25;7.70;95.70;962.60;0.00;0.00;202;7.00;7.00;0.00;7.80;82.70
2025-03-22;13.30;7.70;95.00;962.50;0.00;0.00;201;6.90;7.00;0.00;7.80;69.00
2025-03-22;13.35;7.70;95.00;962.50;0.00;0.00;201;6.90;7.00;0.00;7.80;50.30
2025-03-22;13.40;7.80;95.00;962.60;0.00;0.00;201;7.00;7.10;0.00;7.80;40.00
2025-03-22;13.45;7.80;95.00;962.60;0.00;0.00;202;7.00;7.10;0.00;7.80;44.00
2025-03-22;13.50;7.80;95.00;962.60;0.00;2.00;201;7.00;7.10;0.00;7.80;39.00
2025-03-22;13.55;7.70;95.00;962.60;0.00;2.00;202;6.90;7.00;0.00;7.80;43.00
2025-03-22;14.00;7.70;95.00;962.50;0.00;2.00;201;6.90;7.00;0.00;7.80;56.00
2025-03-22;14.05;7.70;95.00;962.50;0.00;0.00;201;6.90;7.00;0.00;7.80;48.30
2025-03-22;14.10;7.70;95.00;962.40;0.00;0.00;201;6.90;7.00;0.00;8.00;36.00
2025-03-22;14.15;7.70;95.00;962.30;0.00;0.00;202;6.90;7.00;0.00;8.00;23.00
2025-03-22;14.20;7.60;95.00;962.30;0.00;0.00;201;6.80;6.90;0.00;8.00;21.00
2025-03-22;14.25;7.50;95.00;962.20;0.00;0.00;202;6.70;6.80;0.00;8.00;29.00
